priority_number,priority_date,application_number,provisional,n,priority_country,application_country,filing_order,duplicate_priority
US2009505827A 2009-07-20,2009-07-20,US13594134A 2012-08-24,FALSE,2,US,US,1,FALSE
US2011532062P 2011-09-07,2011-09-07,US13300550A 2011-11-19,TRUE,2,US,US,1,FALSE
US2011557359P 2011-11-08,2011-11-08,US13666903A 2012-11-01,TRUE,2,US,US,1,FALSE
DE102009009896A 2009-02-20,2009-02-20,US13202233A 2011-08-18,FALSE,2,DE,US,1,FALSE
US13165573A 2011-06-21,2011-06-21,US13165573A 2011-06-21,FALSE,1,US,US,1,FALSE
US13228942A 2011-09-09,2011-09-09,US13228942A 2011-09-09,FALSE,1,US,US,1,FALSE
US2007896427P 2007-03-22,2007-03-22,US2009532604A 2010-05-03,TRUE,9,US,US,1,FALSE
NO2012341A 2012-03-22,2012-03-22,US13749918A 2013-01-25,FALSE,1,NO,US,1,FALSE
US2010772326A 2010-05-03,2010-05-03,US2010772326A 2010-05-03,FALSE,1,US,US,1,FALSE
US13473381A 2012-05-16,2012-05-16,US13473381A 2012-05-16,FALSE,1,US,US,1,FALSE
FR201054316A 2010-06-02,2010-06-02,US13118367A 2011-05-27,FALSE,1,FR,US,1,FALSE
FR20102952A 2010-07-13,2010-07-13,US13180657A 2011-07-12,FALSE,1,FR,US,1,FALSE
FR2010402A 2010-02-02,2010-02-02,US13018111A 2011-01-31,FALSE,1,FR,US,1,FALSE
FR200952177A 2009-04-03,2009-04-03,US13260740A 2011-11-30,FALSE,2,FR,US,1,FALSE
FR20093132A 2009-06-26,2009-06-26,US13380770A 2012-02-21,FALSE,2,FR,US,1,FALSE
US2009209250P 2009-03-05,2009-03-05,US13859203A 2013-04-09,TRUE,8,US,US,1,FALSE
US2009241519P 2009-09-11,2009-09-11,US13830660A 2013-03-14,TRUE,3,US,US,1,FALSE
US2008197410P 2008-10-28,2008-10-28,US13553605A 2012-07-19,TRUE,5,US,US,1,FALSE
DE102010005658A 2010-01-19,2010-01-19,US13522849A 2012-07-18,FALSE,4,DE,US,1,FALSE
US13134009A 2011-05-26,2011-05-26,US13134009A 2011-05-26,FALSE,1,US,US,1,FALSE
IT2010FI208A 2010-10-06,2010-10-06,US13823296A 2013-04-22,FALSE,2,IT,US,1,FALSE
FR20094441A 2009-09-17,2009-09-17,US13394526A 2012-03-06,FALSE,3,FR,US,1,FALSE
GB200821844A 2008-11-28,2008-11-28,US13131784A 2011-08-15,FALSE,2,GB,US,1,FALSE
US2007923663P 2007-04-16,2007-04-16,US2007893934A 2007-08-17,TRUE,2,US,US,1,FALSE
US2003706665A 2003-11-12,2003-11-12,US2003706665A 2003-11-12,FALSE,1,US,US,1,FALSE
JP2010270765A 2010-12-03,2010-12-03,US13575966A 2012-07-30,FALSE,3,JP,US,1,FALSE
US2009541006A 2009-08-13,2009-08-13,US2009541006A 2009-08-13,FALSE,1,US,US,1,FALSE
US2009169626P 2009-04-15,2009-04-15,US13264512A 2012-02-29,TRUE,3,US,US,1,FALSE
US2006646451A 2006-12-28,2006-12-28,US13681506A 2012-11-20,FALSE,2,US,US,1,FALSE
FR200956602A 2009-09-24,2009-09-24,US13498080A 2012-07-31,FALSE,2,FR,US,1,FALSE
US2009536426A 2009-08-05,2009-08-05,US2009536426A 2009-08-05,FALSE,1,US,US,1,FALSE
US2009536338A 2009-08-05,2009-08-05,US2009536338A 2009-08-05,FALSE,1,US,US,1,FALSE
US2010345040P 2010-05-14,2010-05-14,US13108683A 2011-05-16,TRUE,2,US,US,1,FALSE
US200872028P 2008-03-26,2008-03-26,US2009383638A 2009-03-25,TRUE,2,US,US,1,FALSE
US13050737A 2011-03-17,2011-03-17,US13050737A 2011-03-17,FALSE,1,US,US,1,FALSE
US2006347471A 2006-02-03,2006-02-03,US2006347471A 2006-02-03,FALSE,1,US,US,1,FALSE
US2006815068P 2006-06-20,2006-06-20,US13212433A 2011-08-18,TRUE,4,US,US,1,FALSE
US2006347526A 2006-02-03,2006-02-03,US2008104866A 2008-04-17,FALSE,3,US,US,1,FALSE
US2011443310P 2011-02-16,2011-02-16,US13367494A 2012-02-07,TRUE,2,US,US,1,FALSE
FR200958011A 2009-11-13,2009-11-13,US13508959A 2012-06-06,FALSE,2,FR,US,1,FALSE
US2009256765P 2009-10-30,2009-10-30,US13594815A 2012-08-25,TRUE,3,US,US,1,FALSE
US2009236265P 2009-08-24,2009-08-24,US2010862117A 2010-08-24,TRUE,2,US,US,1,FALSE
US2005643468P 2005-01-13,2005-01-13,US2005163179A 2005-10-07,TRUE,3,US,US,1,FALSE
US2010377553P 2010-08-27,2010-08-27,US13220017A 2011-08-29,TRUE,2,US,US,1,FALSE
US2006867907P 2006-11-30,2006-11-30,US2007946559A 2007-11-28,TRUE,2,US,US,1,FALSE
US2010904330A 2010-10-14,2010-10-14,US2010904330A 2010-10-14,FALSE,1,US,US,1,FALSE
DE102008050951A 2008-10-10,2008-10-10,US2009575938A 2009-10-08,FALSE,1,DE,US,1,FALSE
WO2009EP1964A 2009-03-17,2009-03-17,US13256438A 2011-09-13,FALSE,1,WO,US,1,FALSE
WO2007US16035A 2007-07-13,2007-07-13,US2010668430A 2010-09-14,FALSE,1,WO,US,1,FALSE
US2010308200P 2010-02-25,2010-02-25,US13034848A 2011-02-25,TRUE,2,US,US,1,FALSE
US13111414A 2011-05-19,2011-05-19,US13111414A 2011-05-19,FALSE,1,US,US,1,FALSE
FR200856927A 2008-10-13,2008-10-13,US13123616A 2011-04-11,FALSE,2,FR,US,1,FALSE
US2010896472A 2010-10-01,2010-10-01,US2010896472A 2010-10-01,FALSE,1,US,US,1,FALSE
US13025908A 2011-02-11,2011-02-11,US13025908A 2011-02-11,FALSE,1,US,US,1,FALSE
US2007863405A 2007-09-28,2007-09-28,US2007863405A 2007-09-28,FALSE,1,US,US,1,FALSE
US13190197A 2011-07-25,2011-07-25,US13435635A 2012-03-30,FALSE,3,US,US,1,FALSE
US2010827596A 2010-06-30,2010-06-30,US13854325A 2013-04-01,FALSE,2,US,US,1,FALSE
US2011488879P 2011-05-23,2011-05-23,US13477733A 2012-05-22,TRUE,3,US,US,1,FALSE
US2010767317A 2010-04-26,2010-04-26,US2010767317A 2010-04-26,FALSE,1,US,US,1,FALSE
US2003523928P 2003-11-21,2003-11-21,US13444655A 2012-04-11,TRUE,7,US,US,1,FALSE
US2008276162A 2008-11-21,2008-11-21,US2008276162A 2008-11-21,FALSE,1,US,US,1,FALSE
FR200954552A 2009-07-02,2009-07-02,US13381210A 2012-03-09,FALSE,2,FR,US,1,FALSE
FR201250069A 2012-01-04,2012-01-04,US13733361A 2013-01-03,FALSE,1,FR,US,1,FALSE
US2006564183A 2006-11-28,2006-11-28,US2006564183A 2006-11-28,FALSE,1,US,US,1,FALSE
US2005678240P 2005-05-03,2005-05-03,US13195793A 2011-08-01,TRUE,4,US,US,1,FALSE
US13021133A 2011-02-04,2011-02-04,US13021133A 2011-02-04,FALSE,1,US,US,1,FALSE
FR20053533A 2005-04-08,2005-04-08,US2007910916A 2007-10-07,FALSE,2,FR,US,1,FALSE
US2008347169A 2008-12-31,2008-12-31,US13094125A 2011-04-26,FALSE,2,US,US,1,FALSE
US20078577P 2007-12-21,2007-12-21,US2010809443A 2011-01-14,TRUE,4,US,US,1,FALSE
US2010320075P 2010-04-01,2010-04-01,US13078141A 2011-04-01,TRUE,2,US,US,1,FALSE
US200812998A 2008-02-07,2008-02-07,US2010927275A 2010-11-10,FALSE,2,US,US,1,FALSE
US2007882323A 2007-07-31,2007-07-31,US2010779179A 2010-05-13,FALSE,5,US,US,1,FALSE
US2003623996A 2003-07-21,2003-07-21,US13224466A 2011-09-02,FALSE,3,US,US,1,FALSE
FR200953222A 2009-05-15,2009-05-15,US13319905A 2012-02-02,FALSE,2,FR,US,1,FALSE
DE102007045205A 2007-09-21,2007-09-21,US2008234319A 2008-09-19,FALSE,1,DE,US,1,FALSE
FR20083058A 2008-06-03,2008-06-03,US2010995982A 2011-03-10,FALSE,3,FR,US,1,FALSE
US13349543A 2012-01-12,2012-01-12,US13349543A 2012-01-12,FALSE,3,US,US,1,FALSE
US2011931033A 2011-01-24,2011-01-24,US2011931033A 2011-01-24,FALSE,1,US,US,1,FALSE
US2010342783P 2010-04-20,2010-04-20,US13086371A 2011-04-13,TRUE,4,US,US,1,FALSE
US2009177806P 2009-05-13,2009-05-13,US2010778706A 2010-05-12,TRUE,2,US,US,1,FALSE
US2007771607A 2007-06-29,2007-06-29,US2007771607A 2007-06-29,FALSE,1,US,US,1,FALSE
FR20083537A 2008-06-24,2008-06-24,US2009529105A 2011-06-07,FALSE,2,FR,US,1,FALSE
US2005176436A 2005-07-06,2005-07-06,US2005176436A 2005-07-06,FALSE,1,US,US,1,FALSE
DE102009019556A 2009-04-30,2009-04-30,US13265170A 2011-12-09,FALSE,2,DE,US,1,FALSE
US2008340495A 2008-12-19,2008-12-19,US2008340495A 2008-12-19,FALSE,1,US,US,1,FALSE
KR2010130983A 2010-12-20,2010-12-20,US13329509A 2011-12-19,FALSE,1,KR,US,1,FALSE
US2008218765A 2008-07-17,2008-07-17,US2008218765A 2008-07-17,FALSE,1,US,US,1,FALSE
US2009626430A 2009-11-25,2009-11-25,US2009626430A 2009-11-25,FALSE,1,US,US,1,FALSE
FR20094224A 2009-09-04,2009-09-04,US2010872673A 2010-08-31,FALSE,1,FR,US,1,FALSE
US13220617A 2011-08-29,2011-08-29,US13220617A 2011-08-29,FALSE,1,US,US,1,FALSE
US2008221872A 2008-08-07,2008-08-07,US2009640789A 2009-12-17,FALSE,2,US,US,1,FALSE
US2009208654P 2009-02-26,2009-02-26,US2009566797A 2009-09-25,TRUE,2,US,US,1,FALSE
US2010684750A 2010-01-08,2010-01-08,US2010684750A 2010-01-08,FALSE,1,US,US,1,FALSE
US2011932187A 2011-02-18,2011-02-18,US2011932187A 2011-02-18,FALSE,1,US,US,1,FALSE
FR200856929A 2008-10-13,2008-10-13,US13123783A 2011-12-06,FALSE,2,FR,US,1,FALSE
US2005268235A 2005-11-07,2005-11-07,US2005268235A 2005-11-07,FALSE,1,US,US,1,FALSE
FR200958732A 2009-12-08,2009-12-08,US2010962116A 2010-12-07,FALSE,1,FR,US,1,FALSE
US2009285966P 2009-12-12,2009-12-12,US2010966199A 2010-12-13,TRUE,2,US,US,1,FALSE
US13196340A 2011-08-02,2011-08-02,US13668479A 2012-11-05,FALSE,3,US,US,1,FALSE
KR2010130987A 2010-12-20,2010-12-20,US13330433A 2011-12-19,FALSE,1,KR,US,1,FALSE
US2010392433P 2010-10-12,2010-10-12,US13272207A 2011-10-12,TRUE,2,US,US,1,FALSE
FR20081472A 2008-03-18,2008-03-18,US2010922354A 2010-09-13,FALSE,2,FR,US,1,FALSE
FR201054945A 2010-06-22,2010-06-22,US13156076A 2011-06-08,FALSE,1,FR,US,1,FALSE
US2003679312A 2003-10-07,2003-10-07,US2003679312A 2003-10-07,FALSE,1,US,US,1,FALSE
US2007996244P 2007-11-07,2007-11-07,US13332430A 2011-12-21,TRUE,3,US,US,1,FALSE
US2010311990P 2010-03-09,2010-03-09,US13043436A 2011-03-08,TRUE,2,US,US,1,FALSE
FR201059927A 2010-11-30,2010-11-30,US13303866A 2011-11-23,FALSE,1,FR,US,1,FALSE
FR200512423A 2005-12-07,2005-12-07,US2006567948A 2006-12-07,FALSE,1,FR,US,1,FALSE
US2009543330A 2009-08-18,2009-08-18,US2009543330A 2009-08-18,FALSE,1,US,US,1,FALSE
RU2009136236A 2009-10-01,2009-10-01,US2009632376A 2009-12-07,FALSE,1,RU,US,1,FALSE
FR20101408A 2010-04-06,2010-04-06,US13080372A 2011-04-05,FALSE,1,FR,US,1,FALSE
US2009403274A 2009-03-12,2009-03-12,US2009617315A 2009-11-12,FALSE,4,US,US,1,FALSE
FR20096171A 2009-12-18,2009-12-18,US2010969929A 2010-12-16,FALSE,1,FR,US,1,FALSE
US2007687151A 2007-03-16,2007-03-16,US2010955199A 2010-11-29,FALSE,3,US,US,1,FALSE
FR201130A 2011-01-06,2011-01-06,US13343031A 2012-01-04,FALSE,1,FR,US,1,FALSE
US2010688565A 2010-01-15,2010-01-15,US2010688565A 2010-01-15,FALSE,1,US,US,1,FALSE
US2010796950A 2010-06-09,2010-06-09,US2010796950A 2010-06-09,FALSE,1,US,US,1,FALSE
US13177136A 2011-07-06,2011-07-06,US13177136A 2011-07-06,FALSE,1,US,US,1,FALSE
US2011537915P 2011-09-22,2011-09-22,US13313787A 2011-12-07,TRUE,2,US,US,1,FALSE
US13021621A 2011-02-04,2011-02-04,US13021621A 2011-02-04,FALSE,1,US,US,1,FALSE
US2009587235A 2009-10-02,2009-10-02,US2009587235A 2009-10-02,FALSE,1,US,US,1,FALSE
US13590130A 2012-08-20,2012-08-20,US13590130A 2012-08-20,FALSE,1,US,US,1,FALSE
US13045028A 2011-03-10,2011-03-10,US13045028A 2011-03-10,FALSE,1,US,US,1,FALSE
GB20082928A 2008-02-18,2008-02-18,US2010867978A 2011-03-22,FALSE,2,GB,US,1,FALSE
US2007984601P 2007-11-01,2007-11-01,US2010682341A 2010-07-14,TRUE,6,US,US,1,FALSE
FR201057369A 2010-09-15,2010-09-15,US13226283A 2011-09-06,FALSE,1,FR,US,1,FALSE
FR201151904A 2011-03-08,2011-03-08,US13410229A 2012-03-01,FALSE,1,FR,US,1,FALSE
US2008332647A 2008-12-11,2008-12-11,US2008332647A 2008-12-11,FALSE,1,US,US,1,FALSE
US2010707117A 2010-02-17,2010-02-17,US2010707117A 2010-02-17,FALSE,1,US,US,1,FALSE
FR20096290A 2009-12-23,2009-12-23,US2010975073A 2010-12-21,FALSE,1,FR,US,1,FALSE
FR20094880A 2009-10-12,2009-10-12,US2010902002A 2010-10-11,FALSE,1,FR,US,1,FALSE
US2009565426A 2009-09-23,2009-09-23,US13657515A 2012-10-22,FALSE,2,US,US,1,FALSE
FR200852378A 2008-04-09,2008-04-09,US2010936438A 2010-10-05,FALSE,2,FR,US,1,FALSE
GB200665189A 2006-03-31,2006-03-31,US2008225589A 2011-01-13,FALSE,3,GB,US,1,FALSE
GB200720600A 2007-10-22,2007-10-22,US2010739345A 2010-04-22,FALSE,2,GB,US,1,FALSE
US2011508926P 2011-07-18,2011-07-18,US13552591A 2012-07-18,TRUE,2,US,US,1,FALSE
US2009168443P 2009-04-10,2009-04-10,US2010757766A 2010-04-09,TRUE,2,US,US,1,FALSE
FR2010380A 2010-01-29,2010-01-29,US13013926A 2011-01-26,FALSE,1,FR,US,1,FALSE
US13355704A 2012-01-23,2012-01-23,US13355704A 2012-01-23,FALSE,1,US,US,1,FALSE
US2003644705A 2003-08-20,2003-08-20,US2003644705A 2003-08-20,FALSE,1,US,US,1,FALSE
FR20095796A 2009-12-01,2009-12-01,US2010957210A 2010-11-30,FALSE,1,FR,US,1,FALSE
US2010716940A 2010-03-03,2010-03-03,US2010716940A 2010-03-03,FALSE,1,US,US,1,FALSE
US2009233127P 2009-08-11,2009-08-11,US2010853324A 2010-08-10,TRUE,2,US,US,1,FALSE
US2007885884P 2007-01-20,2007-01-20,US200817537A 2008-01-22,TRUE,2,US,US,1,FALSE
FR20094395A 2009-09-15,2009-09-15,US2010881965A 2010-09-14,FALSE,1,FR,US,1,FALSE
US2007999650P 2007-10-19,2007-10-19,US2008246239A 2008-10-06,TRUE,2,US,US,1,FALSE
FR20077967A 2007-11-13,2007-11-13,US2010742614A 2010-07-13,FALSE,2,FR,US,1,FALSE
US2009215201P 2009-05-04,2009-05-04,US2010754879A 2010-04-06,TRUE,4,US,US,1,FALSE
US2007900833P 2007-02-12,2007-02-12,US2007772153A 2007-06-30,TRUE,2,US,US,1,FALSE
US200850524P 2008-05-05,2008-05-05,US2010803538A 2010-06-29,TRUE,5,US,US,1,FALSE
US2009288679P 2009-12-21,2009-12-21,US2010973988A 2010-12-21,TRUE,2,US,US,1,FALSE
DE102008050952A 2008-10-10,2008-10-10,US2009575923A 2009-10-08,FALSE,2,DE,US,1,FALSE
US2010770941A 2010-04-30,2010-04-30,US2010770941A 2010-04-30,FALSE,1,US,US,1,FALSE
DE102006029147A 2006-06-24,2006-06-24,US13034369A 2011-02-24,FALSE,2,DE,US,1,FALSE
US2010296336P 2010-01-19,2010-01-19,US13009753A 2011-01-19,TRUE,2,US,US,1,FALSE
FR20093799A 2009-07-31,2009-07-31,US2010846522A 2010-07-29,FALSE,1,FR,US,1,FALSE
US2007969442P 2007-08-31,2007-08-31,US2008201057A 2008-08-29,TRUE,3,US,US,1,FALSE
JP2007187188A 2007-07-18,2007-07-18,US2010663955A 2009-12-10,FALSE,2,JP,US,1,FALSE
US2007769839A 2007-06-28,2007-06-28,US2007769839A 2007-06-28,FALSE,1,US,US,1,FALSE
US2006518551A 2006-09-06,2006-09-06,US2006603920A 2006-11-22,FALSE,2,US,US,1,FALSE
US2007762707A 2007-06-13,2007-06-13,US13219494A 2011-08-26,FALSE,2,US,US,1,FALSE
US2008326246A 2008-12-02,2008-12-02,US2008326246A 2008-12-02,FALSE,1,US,US,1,FALSE
US2009543319A 2009-08-18,2009-08-18,US2009543319A 2009-08-18,FALSE,1,US,US,1,FALSE
US2010701158A 2010-02-05,2010-02-05,US2010701158A 2010-02-05,FALSE,1,US,US,1,FALSE
US200847577P 2008-04-24,2008-04-24,US2009386986A 2009-04-24,TRUE,3,US,US,1,FALSE
US1997923694A 1997-09-04,1997-09-04,US2009624800A 2009-11-24,FALSE,2,US,US,1,FALSE
US2009489717A 2009-06-23,2009-06-23,US2009489717A 2009-06-23,FALSE,1,US,US,1,FALSE
US2008127638P 2008-05-15,2008-05-15,US2009465912A 2009-05-14,TRUE,2,US,US,1,FALSE
US2011931749A 2011-02-09,2011-02-09,US2011931749A 2011-02-09,FALSE,1,US,US,1,FALSE
US2003493579P 2003-08-09,2003-08-09,US2008259227A 2008-10-27,TRUE,3,US,US,1,FALSE
US2005712489P 2005-08-30,2005-08-30,US2010946738A 2010-11-15,TRUE,3,US,US,1,FALSE
US2008230119A 2008-08-22,2008-08-22,US13200825A 2011-10-03,FALSE,3,US,US,1,FALSE
FR20078595A 2007-12-11,2007-12-11,US2008330361A 2008-12-08,FALSE,1,FR,US,1,FALSE
US200864433P 2008-03-05,2008-03-05,US2009398610A 2009-03-05,TRUE,2,US,US,1,FALSE
US2003510381A 2005-02-10,2005-02-10,US2009421354A 2009-04-09,FALSE,5,US,US,1,FALSE
US2007972671P 2007-09-14,2007-09-14,US2009559991A 2009-09-15,TRUE,4,US,US,1,FALSE
DE102007007704A 2007-02-12,2007-02-12,US2009526935A 2010-01-21,FALSE,2,DE,US,1,FALSE
US2004583359P 2004-06-29,2004-06-29,US13031189A 2011-02-19,TRUE,3,US,US,1,FALSE
US2005224906A 2005-09-12,2005-09-12,US13481089A 2012-05-25,FALSE,3,US,US,1,FALSE
US2009606092A 2009-10-26,2009-10-26,US2009606092A 2009-10-26,FALSE,1,US,US,1,FALSE
US2005734950P 2005-11-09,2005-11-09,US13324713A 2011-12-13,TRUE,4,US,US,1,FALSE
FR20094394A 2009-09-15,2009-09-15,US2010881230A 2010-09-14,FALSE,1,FR,US,1,FALSE
FR20051735A 2005-02-21,2005-02-21,US2007794106A 2007-06-25,FALSE,2,FR,US,1,FALSE
US2005177782A 2005-07-08,2005-07-08,US2009467118A 2009-05-15,FALSE,2,US,US,1,FALSE
FR200511457A 2005-11-10,2005-11-10,US200892798A 2008-05-06,FALSE,2,FR,US,1,FALSE
US2009626987A 2009-11-30,2009-11-30,US2009626987A 2009-11-30,FALSE,1,US,US,1,FALSE
FR20093690A 2009-07-28,2009-07-28,US2010836646A 2010-07-15,FALSE,1,FR,US,1,FALSE
US2009620274A 2009-11-17,2009-11-17,US2009620274A 2009-11-17,FALSE,1,US,US,1,FALSE
FR20083002A 2008-06-02,2008-06-02,US2009475197A 2009-05-29,FALSE,1,FR,US,1,FALSE
US200876445P 2008-06-27,2008-06-27,US2009459196A 2009-06-26,TRUE,2,US,US,1,FALSE
US2007874804A 2007-10-18,2007-10-18,US200862861A 2008-04-04,FALSE,2,US,US,1,FALSE
US200272222A 2002-02-06,2002-02-06,US2005184284A 2005-07-20,FALSE,2,US,US,1,FALSE
FR200512257A 2005-12-02,2005-12-02,US200895768A 2008-09-25,FALSE,2,FR,US,1,FALSE
US200861053A 2008-04-02,2008-04-02,US200861053A 2008-04-02,FALSE,1,US,US,1,FALSE
US2010698987A 2010-02-02,2010-02-02,US2010698987A 2010-02-02,FALSE,1,US,US,1,FALSE
US2009550636A 2009-08-31,2009-08-31,US2009550636A 2009-08-31,FALSE,1,US,US,1,FALSE
US2008126570A 2008-05-23,2008-05-23,US2009592337A 2009-11-24,FALSE,2,US,US,1,FALSE
US2007862321A 2007-09-27,2007-09-27,US2007862321A 2007-09-27,FALSE,1,US,US,1,FALSE
US2006781689P 2006-03-13,2006-03-13,US2010786075A 2010-05-24,TRUE,3,US,US,1,FALSE
US2009252959P 2009-10-19,2009-10-19,US2010905751A 2010-10-15,TRUE,2,US,US,1,FALSE
US2007934666P 2007-06-15,2007-06-15,US200854892A 2008-03-25,TRUE,2,US,US,1,FALSE
FR20073613A 2007-05-22,2007-05-22,US2008125105A 2008-05-22,FALSE,1,FR,US,1,FALSE
FR20086665A 2008-11-27,2008-11-27,US13130641A 2011-08-05,FALSE,2,FR,US,1,FALSE
US2006757886P 2006-01-11,2006-01-11,US2008160779A 2009-06-04,TRUE,4,US,US,1,FALSE
US2002424357P 2002-11-06,2002-11-06,US2010891997A 2010-09-28,TRUE,11,US,US,1,FALSE
FR20078599A 2007-12-11,2007-12-11,US2008330372A 2008-12-08,FALSE,1,FR,US,1,FALSE
FR20084888A 2008-09-05,2008-09-05,US2009547595A 2009-08-26,FALSE,1,FR,US,1,FALSE
US2010897841A 2010-10-05,2010-10-05,US2010897841A 2010-10-05,FALSE,1,US,US,1,FALSE
US2006864999P 2006-11-09,2006-11-09,US2007937053A 2007-11-08,TRUE,2,US,US,1,FALSE
US2002401637P 2002-08-06,2002-08-06,US2010904968A 2010-10-14,TRUE,4,US,US,1,FALSE
US200832903P 2008-02-29,2008-02-29,US2009396222A 2009-03-02,TRUE,2,US,US,1,FALSE
US2008117675P 2008-11-25,2008-11-25,US2009622177A 2009-11-19,TRUE,2,US,US,1,FALSE
US2010684712A 2010-01-08,2010-01-08,US2010684712A 2010-01-08,FALSE,1,US,US,1,FALSE
US200870968A 2008-02-22,2008-02-22,US200870968A 2008-02-22,FALSE,1,US,US,1,FALSE
US2007896108P 2007-03-21,2007-03-21,US200853208A 2008-03-21,TRUE,2,US,US,1,FALSE
US2009653414A 2009-12-04,2009-12-04,US2009653414A 2009-12-04,FALSE,1,US,US,1,FALSE
FR2008464A 2008-01-29,2008-01-29,US2009359057A 2009-01-23,FALSE,1,FR,US,1,FALSE
JP2007195380A 2007-07-27,2007-07-27,US2008171489A 2008-07-11,FALSE,1,JP,US,1,FALSE
US2007946588P 2007-06-27,2007-06-27,US2010663988A 2009-12-10,TRUE,4,US,US,1,FALSE
US2008142129A 2008-06-19,2008-06-19,US2008142129A 2008-06-19,FALSE,1,US,US,1,FALSE
FR20073616A 2007-05-22,2007-05-22,US2008120662A 2008-05-15,FALSE,1,FR,US,1,FALSE
US2006824432P 2006-11-20,2006-11-20,US2007943161A 2007-11-20,TRUE,2,US,US,1,FALSE
US200866402P 2008-02-20,2008-02-20,US2009378639A 2009-02-18,TRUE,2,US,US,1,FALSE
US2006856535P 2006-11-02,2006-11-02,US2007934538A 2007-11-02,TRUE,2,US,US,1,FALSE
FR20078597A 2007-12-11,2007-12-11,US2008330355A 2008-12-08,FALSE,1,FR,US,1,FALSE
FR20078600A 2007-12-11,2007-12-11,US2008330344A 2008-12-08,FALSE,1,FR,US,1,FALSE
US2006607714A 2006-12-01,2006-12-01,US2006607714A 2006-12-01,FALSE,1,US,US,1,FALSE
US2005718856P 2005-09-20,2005-09-20,US200867314A 2008-03-19,TRUE,7,US,US,1,FALSE
US2008193985A 2008-08-19,2008-08-19,US2008193985A 2008-08-19,FALSE,1,US,US,1,FALSE
US2008198146A 2008-08-26,2008-08-26,US2008198146A 2008-08-26,FALSE,1,US,US,1,FALSE
US2009454580A 2009-05-20,2009-05-20,US2009454580A 2009-05-20,FALSE,1,US,US,1,FALSE
US2006470282A 2006-09-06,2006-09-06,US2008187199A 2008-08-06,FALSE,2,US,US,1,FALSE
US2008191015P 2008-09-05,2008-09-05,US2009553853A 2009-09-03,TRUE,2,US,US,1,FALSE
US2007987979P 2007-11-14,2007-11-14,US2008271008A 2008-11-14,TRUE,2,US,US,1,FALSE
US2007908178P 2007-03-26,2007-03-26,US200855770A 2008-03-26,TRUE,2,US,US,1,FALSE
FR20073614A 2007-05-22,2007-05-22,US2008161693A 2008-07-22,FALSE,2,FR,US,1,FALSE
FR20078598A 2007-12-11,2007-12-11,US2008330407A 2008-12-08,FALSE,1,FR,US,1,FALSE
US2008117473A 2008-05-08,2008-05-08,US2008117473A 2008-05-08,FALSE,1,US,US,1,FALSE
FR2007292A 2007-01-16,2007-01-16,US2009523486A 2009-08-18,FALSE,2,FR,US,1,FALSE
IL177948A 2006-09-07,2006-09-07,US2009438631A 2009-02-24,FALSE,2,IL,US,1,FALSE
US2005656084P 2005-02-25,2005-02-25,US2010703465A 2010-02-10,TRUE,5,US,US,1,FALSE
US2007906115P 2007-03-09,2007-03-09,US200875382A 2008-03-10,TRUE,2,US,US,1,FALSE
US2009563893A 2009-09-21,2009-09-21,US2009563893A 2009-09-21,FALSE,1,US,US,1,FALSE
US2009368002A 2009-02-09,2009-02-09,US2009368002A 2009-02-09,FALSE,1,US,US,1,FALSE
US2008287239A 2008-10-07,2008-10-07,US2008287239A 2008-10-07,FALSE,1,US,US,1,FALSE
US2002404945P 2002-08-21,2002-08-21,US200811982A 2008-01-30,TRUE,5,US,US,1,FALSE
US2007998660A 2007-11-30,2007-11-30,US2007998660A 2007-11-30,FALSE,1,US,US,1,FALSE
JP2006167274A 2006-06-16,2006-06-16,US2007812056A 2007-06-14,FALSE,1,JP,US,1,FALSE
FR20073615A 2007-05-22,2007-05-22,US2008161697A 2008-09-17,FALSE,2,FR,US,1,FALSE
US2007769995A 2007-06-28,2007-06-28,US2007769995A 2007-06-28,FALSE,1,US,US,1,FALSE
US2002233299A 2002-08-29,2002-08-29,US2003666940A 2003-09-19,FALSE,2,US,US,1,FALSE
US2007923341P 2007-04-13,2007-04-13,US200882420A 2008-04-10,TRUE,3,US,US,1,FALSE
US2005750787P 2005-12-16,2005-12-16,US200878069A 2008-03-26,TRUE,3,US,US,1,FALSE
FR200512420A 2005-12-07,2005-12-07,US200894656A 2008-05-22,FALSE,2,FR,US,1,FALSE
US2007836567A 2007-08-09,2007-08-09,US2007836567A 2007-08-09,FALSE,1,US,US,1,FALSE
US2008266445A 2008-11-06,2008-11-06,US2008266445A 2008-11-06,FALSE,1,US,US,1,FALSE
FR20061204A 2006-02-10,2006-02-10,US2008160796A 2008-07-14,FALSE,2,FR,US,1,FALSE
US2008344979A 2008-12-29,2008-12-29,US2008344979A 2008-12-29,FALSE,1,US,US,1,FALSE
FR200411297A 2004-10-22,2004-10-22,US2007666146A 2007-09-24,FALSE,2,FR,US,1,FALSE
US2007906384P 2007-03-12,2007-03-12,US200846847A 2008-03-12,TRUE,2,US,US,1,FALSE
US2005646510P 2005-01-25,2005-01-25,US2007795918A 2008-02-29,TRUE,4,US,US,1,FALSE
US2009538997A 2009-08-11,2009-08-11,US2009538997A 2009-08-11,FALSE,1,US,US,1,FALSE
US2006388026A 2006-03-22,2006-03-22,US2010842916A 2010-07-23,FALSE,3,US,US,1,FALSE
